AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
national,neutral,support,Representative ,facebook,Tune in at 2:30 PM AZ time & join our coalition to prevent veteran suicide. Join the conversation using #Stop22aDay. 
constituency,neutral,information,Representative ,facebook,We introduced a bipartisan bill with Congressman Mike Coffman to cut wasteful spending and save taxpayers nearly $200 billion. Learn more: 
national,neutral,other,Representative ,facebook,Honored to present Verma Pastor with the Hall of Fame award at today's Valle del Sol #Profiles2014 Luncheon.
national,neutral,support,Representative ,facebook,U.S. Department of Veterans Affairs must swiftly and effectively implement the 24 recommendations in the Inspector Generalâ€™s report.  The culture at the VA must change. READ: 
national,neutral,other,Representative ,facebook,We can help expedite passport approval for #AZ09 residents. Need help with your passport? Call us: 602-956-2285
national,neutral,other,Representative ,facebook,We want to hear from you! Write and let us know what issues you care about:
national,neutral,information,Representative ,facebook,Our team helps veterans with VA benefit claims. Today we met with the VA Regional Office about improving claims processing.
national,neutral,support,Representative ,facebook,Voted for Representative Matt Salmon's bill making a college degree more accessible by rewarding innovative skills-based programs.
national,neutral,other,Representative ,facebook,"Another Phx VA employee goes public with allegations of misconduct, destroying evidence. This is outrageous: http://www.azcentral.com/story/news/investigations/2014/05/02/second-va-doctor-blows-whistle-patient-care-failures/8595863/ "
constituency,neutral,information,Representative ,facebook,It's #EqualPayWeek. We asked the Administration to ensure female federal workers receive #EqualPay and won! Great news for women.   http://1.usa.gov/1kCRJiJ
national,neutral,other,Representative ,facebook,Proud to support the Arizona Wing - Civil Air Patrol and their work to foster leadership & promote aerospace education.
national,neutral,information,Representative ,facebook,"Do you know a veteran who needs help accessing his/her benefits? Our casework team can help, call 602-956-2285 or http://1.usa.gov/LRkf0r."
national,neutral,information,Representative ,facebook,Need help using your new health insurance? Our office can help. Call 602-956-2285 or http://1.usa.gov/1bAU6rp.
national,neutral,personal,Representative ,facebook,I joined Congressman Dan Lipinski in asking for the comprehensive review of healthcare.gov that Americans deserve. http://1.usa.gov/1f3yecX
national,neutral,other,Representative ,facebook,The Small Business Administration has a new program to help veterans secure business loans. Learn how here: http://1.usa.gov/1c6hMG3
national,neutral,support,Representative ,facebook,"Working to ensure Arizona businesses, universities like #ASU, and infrastructure are protected from the economic shock of terrorism"
national,neutral,other,Representative ,facebook,Proud to honor our veterans for their service today at the Devonshire Senior Center Veterans Appreciation Event
national,neutral,other,Representative ,facebook,Weâ€™re holding a â€œWhat the New Healthcare Law Means for Small Businessâ€ù seminar with SBA and AZ Small Business Association on Sept 30th at 8:30a. RSVP here: http://bit.ly/1eF1RTU
national,neutral,support,Representative ,facebook,Happy birthday United States Air Force!
national,neutral,other,Representative ,facebook,"Our casework team is in Ahwatukee today at the Pecos Community Center (17010 S 48th St, Phoenix, AZ) from 11a - 2p. We can help #AZ09 residents with issues involving any federal agency."
national,neutral,information,Representative ,facebook,Thanks for coming to our first Congressional Town Hall in Tempe. We focused on Social Security and other issues affecting #AZ09 seniors. I'm taking your input back to Washington next week.
national,neutral,other,Representative ,facebook,BREAKING: Kyrsten releases statement on NSA leaks: http://1.usa.gov/19q5tX2.
national,neutral,other,Representative ,facebook,"BREAKING: Sinema Demands Discipline for ICE Disaster, Says Wakeup Call for Congress.  www.sinema.house.gov/media-center/press-releases/sinema-demands-discipline-for-ice-disaster-says-wakeup-call-for-congress"
national,neutral,policy,Representative ,facebook,"Kyrsten met with Boilermakers Local 627 about protecting current jobs, creating new jobs and restoring the middle class."
national,neutral,other,Representative ,facebook,Rep. Sinemaâ€™s Mobile Office Hours will continue this summer. A caseworker will be at every event to help residents. Visit 1.usa.gov/14Odh3t for the full schedule.
national,neutral,personal,Representative ,facebook,Our staff and interns greet A LOT of AZ visitors during the day.
national,neutral,other,Representative ,facebook,"Congresswoman Sinema met with leaders, advocates everyday heroes against domestic violence. They discussed the Violence Against Women Act, which provides critical funding for shelters and protective services for victims of domestic violence and abuse. The passage of VAWA is vitally important to continuation of this work."
national,neutral,other,Representative ,facebook,"""Sinema has consistently called on Congress to be accountable to the public and complete the very basis tasks they were elected to do.  Todayâ€™s bipartisan action sets a firm expectation for Congress to pass a budget and for both parties to find the critical middle ground on our long-term deficits. An important stipulation of the bill requires that salaries be withheld for members of either chamber that stalls on the adoption of a budget.""  http://sinema.house.gov/media-center/press-releases/sinema-takes-bipartisan-stand-on-holding-congress-accountable-for-budget"
